163.182142,168.229439,102.434891,168.229439
139.254007,105.013072,139.254007,173.059808
176.473538,142.917246,176.473538,134.685087
137.446141,195.926501,138.356977,195.926501
132.559767,159.710494,153.096979,159.710494
149.701040,173.879231,194.873041,173.879231
190.569404,167.897015,190.569404,105.993483
120.794439,192.513599,120.794439,137.880850
152.096741,147.262474,152.780504,147.262474
113.892888,176.392648,100.681388,176.392648
139.030093,120.541627,146.574131,120.541627
183.746460,179.523765,183.746460,120.144206
125.487768,162.799523,125.487768,135.095663
133.871915,178.507591,178.523445,178.507591
189.877357,139.383258,189.877357,102.100080
136.241966,144.452780,156.315150,144.452780
178.093901,129.084919,178.093901,196.603579
116.996294,162.797266,155.921463,162.797266
193.872622,114.156313,193.872622,122.175826
136.689894,195.176652,180.887311,195.176652
157.311818,143.816161,183.562507,143.816161
118.594416,102.480318,118.594416,180.475244
197.581546,102.890314,197.581546,112.903848
103.568103,173.235932,194.344027,173.235932
170.833714,142.225676,122.814685,142.225676
135.009948,126.462931,135.009948,157.096619
119.329227,152.518426,119.329227,158.591754
102.413726,183.135631,102.413726,147.463158
112.797796,188.197156,146.813788,188.197156
197.037487,125.396580,197.037487,191.884580
138.046027,173.001602,162.600066,173.001602
158.204154,187.660776,158.204154,157.262511
127.829440,143.897508,127.829440,162.793034
113.748860,148.751388,192.641021,148.751388
145.004020,114.968352,157.330622,114.968352
143.128632,119.207583,104.585909,119.207583
162.972941,167.924445,116.073884,167.924445
116.710045,142.905118,116.710045,176.027114
108.444073,100.870140,133.355591,100.870140
189.750502,157.130269,189.750502,163.329877
157.513909,191.969685,157.513909,197.515389
154.588716,180.247789,131.360304,180.247789
101.093540,159.652402,101.093540,137.687152
179.560059,121.103462,179.560059,111.310934
120.692276,125.997795,145.104165,125.997795
188.152400,129.301911,191.051934,129.301911
140.574587,114.941199,140.574587,191.187750
156.918024,130.500267,172.773554,130.500267
147.305933,141.940638,147.305933,189.684967
135.657292,115.858348,157.685486,115.858348
192.703150,176.745471,192.703150,175.121008
118.389658,179.785938,118.389658,142.538704
121.204999,185.907467,194.831920,185.907467
118.627654,125.127819,118.627654,137.735463
187.678502,186.674953,136.843260,186.674953
127.469488,179.927176,127.469488,141.793041
156.676701,168.910627,140.860347,168.910627
158.025867,194.907994,158.025867,131.926875
199.163455,166.673684,164.635692,166.673684
104.696671,115.817064,104.696671,155.518708
127.720895,186.106880,102.979250,186.106880
170.813107,149.766250,132.235366,149.766250
136.255187,121.269148,181.677130,121.269148
143.160967,169.715610,143.160967,101.563792
135.216194,114.554382,173.584378,114.554382
116.900622,126.238027,116.900622,175.527967
198.346691,143.337057,198.346691,109.157444
199.399350,160.705933,181.353354,160.705933
161.976740,139.485251,161.976740,178.691974
146.491668,139.040814,146.491668,103.844455
142.878855,173.381741,148.531566,173.381741
109.683239,150.166054,109.683239,162.241141
165.699588,159.093778,165.699588,138.513083
197.814040,138.303778,181.319364,138.303778
115.983153,162.332161,132.914159,162.332161
181.696354,163.256330,181.696354,141.501878
159.802716,117.840261,159.802716,122.168541
195.243253,107.812981,117.744595,107.812981
196.014977,187.853571,197.614880,187.853571
111.603195,176.422506,111.603195,141.964206
132.153665,118.270469,132.153665,146.544562
197.816328,154.272262,148.772672,154.272262
199.977582,174.174770,199.977582,119.814289
176.508158,120.914385,176.508158,189.284247
151.688803,161.350714,151.688803,169.288939
148.136207,137.579724,122.760609,137.579724
102.836670,165.431010,102.836670,177.380387
152.305251,152.320144,120.859781,152.320144
112.923211,165.318566,112.923211,125.947905
171.666807,192.119838,144.254409,192.119838
119.725583,102.522514,176.825753,102.522514
106.918463,136.116241,106.918463,176.385067
168.351196,113.049182,161.243588,113.049182
176.418688,189.071193,176.418688,124.114187
101.041124,153.488617,101.041124,100.405329
118.932745,199.232983,118.932745,120.046264
198.737429,177.937277,104.492097,177.937277
103.025336,189.729860,186.279916,189.729860
190.430022,147.397544,190.430022,122.354831
171.615602,197.635694,171.615602,144.357495
171.298706,178.294679,139.162254,178.294679
175.210094,139.848367,181.177794,139.848367
195.665992,161.751799,144.269765,161.751799
172.329346,149.921524,105.637540,149.921524
135.776340,110.263569,135.776340,116.574919
100.643698,154.990334,155.767253,154.990334
122.417443,113.409187,122.417443,199.625089
147.333938,186.931866,141.127134,186.931866
108.399171,109.245294,163.742963,109.245294
172.192453,146.900700,172.192453,130.228570
120.905803,103.019461,177.435485,103.019461
161.980469,167.380415,161.980469,117.746908
193.737197,189.844830,135.351860,189.844830
119.557021,140.891582,119.557021,131.291116
195.454467,162.976592,115.056267,162.976592
116.295277,109.496848,116.295277,162.495946
194.445854,114.330867,159.880895,114.330867
161.301843,134.243784,132.202237,134.243784
126.928372,158.886667,126.928372,110.124912
165.954668,188.686111,124.490972,188.686111
158.900884,139.611516,158.900884,129.865018
107.275179,145.623891,149.336738,145.623891
158.064199,194.551403,158.064199,101.643201
118.650277,151.203362,118.650277,118.646160
116.723861,192.725639,116.723861,186.297296
161.419787,105.517013,145.447014,105.517013
191.691200,170.467296,191.691200,170.200012
155.845050,193.844516,155.845050,100.993562
152.198322,124.849811,152.198322,147.172014
174.974204,137.675163,189.553793,137.675163
151.842639,145.840399,151.842639,107.334714
129.919847,159.652419,125.644173,159.652419
165.576536,193.820903,165.576536,130.168384
100.064669,181.581226,123.477513,181.581226
157.757878,154.116701,104.041199,154.116701
186.710680,199.638657,186.710680,133.389618
172.276884,125.174287,119.474889,125.174287
193.687676,105.928589,185.010310,105.928589
160.775075,122.028162,160.775075,108.412536
163.436559,150.520973,121.944459,150.520973
189.971876,101.697667,126.754251,101.697667
122.083131,163.116370,122.083131,137.728651
194.114504,142.154353,102.426245,142.154353
112.017988,178.476330,147.829124,178.476330
163.566789,131.500549,196.249016,131.500549
115.498152,134.760290,115.498152,157.446573
185.552510,148.999728,185.552510,147.870203
197.786051,138.909577,109.893476,138.909577
178.068928,144.599307,178.068928,104.027776
123.341485,118.219156,125.309555,118.219156
182.986081,148.586513,182.986081,151.409174
123.582170,102.237755,123.582170,164.480990
109.347516,168.017906,109.347516,101.372006
119.728553,104.136979,119.728553,177.529024
142.888050,151.563240,198.791961,151.563240
129.248437,195.690033,122.233570,195.690033
162.784204,129.404227,152.303529,129.404227
109.417117,195.000713,161.757466,195.000713
131.652924,159.828878,108.199182,159.828878
116.508606,111.123243,116.508606,176.536975
149.814213,139.162021,149.814213,115.252613
184.133579,114.713619,184.133579,150.104180
189.833323,156.672613,189.833323,152.731680
149.239702,128.853068,149.239702,113.606885
152.358086,101.098505,118.866675,101.098505
179.289896,159.184250,158.791648,159.184250
109.267065,150.429241,102.039538,150.429241
179.134249,107.500837,179.134249,154.215582
125.144094,101.587558,125.144094,181.959638
181.091121,137.931073,181.091121,124.452532
173.094871,121.650186,173.094871,133.091754
146.753125,189.855963,146.753125,177.059263
185.921227,127.248564,127.601882,127.248564
134.033577,156.702702,134.033577,187.067295
108.668671,123.790145,160.086490,123.790145
107.969050,174.753981,173.765973,174.753981
143.562851,161.140857,141.350843,161.140857
198.793652,191.113768,129.542450,191.113768
103.350572,187.409370,133.502009,187.409370
135.800678,104.970233,185.544159,104.970233
114.060959,107.473817,123.622223,107.473817
110.507212,101.296399,110.507212,123.929433
133.202427,177.891546,158.288171,177.891546
147.637348,121.129168,171.471868,121.129168
174.411061,194.832572,174.411061,186.201843
187.439647,137.567343,134.284093,137.567343
154.566036,156.677322,154.566036,181.198609
107.854426,131.629269,107.854426,158.426539
104.387702,107.919328,142.898094,107.919328
140.046544,187.110710,140.046544,126.166828
108.533967,196.013457,197.263502,196.013457
155.819289,148.583604,155.819289,122.655453
166.210591,197.810338,144.335032,197.810338
130.424978,111.676317,132.783315,111.676317
188.311016,197.217587,188.311016,125.402968
109.287937,139.776001,109.287937,152.986786
172.101371,120.728469,172.101371,106.886104
132.155431,126.293705,127.765898,126.293705
119.466266,162.458617,119.466266,103.181107
193.192221,146.632856,145.681292,146.632856
189.731000,155.331424,189.731000,185.748471
140.534334,169.001729,140.534334,154.595570
103.075809,170.052755,150.700644,170.052755
143.817699,118.210549,143.817699,180.924618
135.557775,148.515570,135.557775,142.157994
183.197241,111.593815,162.664609,111.593815
171.756049,103.275140,153.638212,103.275140
138.372112,111.198512,130.960230,111.198512
106.055956,139.735393,154.744804,139.735393
181.132616,161.378810,199.979816,161.378810
108.587670,182.687125,115.420256,182.687125
199.944506,105.937885,149.862980,105.937885
196.835036,113.838586,125.029538,113.838586
110.086258,103.957482,110.086258,112.506391
178.930199,151.979167,128.539554,151.979167
127.854946,188.455840,127.854946,194.953290
159.649629,132.416749,159.649629,127.060163
112.356344,137.014628,100.152427,137.014628
125.127210,167.329353,115.012383,167.329353
103.394883,148.515488,103.394883,129.851959
147.299980,193.671738,147.299980,151.189450
108.979093,145.126818,108.979093,179.394034
174.102158,140.277540,174.102158,185.976285
120.958133,143.681442,159.175596,143.681442
196.423105,170.797606,191.993067,170.797606
162.305068,165.585753,162.305068,102.541092
107.844813,184.115121,170.428479,184.115121
194.562484,179.400992,144.872685,179.400992
198.174554,178.878190,130.328293,178.878190
138.966088,195.237261,138.966088,183.643609
146.788343,113.790435,146.788343,163.104883
189.761920,155.100906,189.761920,154.200267
106.800794,120.300327,106.800794,159.533346
123.232775,188.335904,123.232775,181.038730
196.077024,149.329775,141.499771,149.329775
130.949493,126.299856,130.949493,189.341244
136.102228,158.682682,136.102228,105.767375
130.762720,195.415228,186.538357,195.415228
104.724546,172.774039,102.026053,172.774039
134.050787,132.736469,148.662324,132.736469
193.786831,171.320204,192.491027,171.320204
172.739288,193.173615,172.739288,171.257390
187.662978,188.630994,187.662978,165.316172
114.608042,142.513009,169.612575,142.513009
103.714406,130.144207,103.714406,199.087672
120.401017,155.375780,120.401017,138.082608
160.682337,137.843186,100.663635,137.843186
121.254865,162.254671,103.262607,162.254671
166.031483,161.198089,163.625249,161.198089
119.961678,114.769883,119.961678,130.782157
138.260789,115.271444,119.605173,115.271444
144.581606,163.284514,170.484386,163.284514
105.196824,132.628653,179.758720,132.628653
107.920944,166.020267,107.920944,149.755680
144.285475,140.694034,188.643508,140.694034
151.391331,173.814009,151.391331,149.771666
155.897560,121.193070,137.773172,121.193070
176.765673,159.655827,124.425060,159.655827
185.663965,133.321432,111.110770,133.321432
194.346422,187.149217,194.346422,146.701051
136.855962,107.281463,136.855962,159.767526
141.061835,137.033993,141.061835,192.265791
138.826319,139.826708,128.172506,139.826708
147.005824,135.912593,195.033677,135.912593
162.526817,148.455117,178.978880,148.455117
128.475048,199.117808,165.891563,199.117808
182.280410,139.457523,107.471198,139.457523
181.500300,113.247475,138.245116,113.247475
159.483871,118.303961,130.778295,118.303961
161.267958,139.917315,154.101341,139.917315
153.017855,119.906357,102.997738,119.906357
182.373071,130.307787,195.971553,130.307787
183.103638,196.600326,158.966948,196.600326
117.903239,194.691030,194.932472,194.691030
168.740686,150.809034,193.416071,150.809034
137.402912,158.131942,164.293818,158.131942
183.584817,175.045506,189.935047,175.045506
132.548048,153.814033,159.273846,153.814033
156.919080,150.381974,129.316139,150.381974
167.571523,132.737162,139.911548,132.737162
145.646024,162.348101,199.664174,162.348101
124.505405,164.613435,180.453689,164.613435
185.293799,149.469392,178.870228,149.469392
170.160809,180.489918,105.132388,180.489918
123.291849,163.580425,189.498482,163.580425
160.109134,148.975049,117.431277,148.975049
154.883260,172.256000,149.189533,172.256000
143.238500,100.250746,181.886772,100.250746
181.394391,132.071108,169.795094,132.071108
187.785854,135.468272,179.164199,135.468272
188.492567,109.823047,166.722344,109.823047
104.533228,170.710937,142.842094,170.710937
129.617401,131.750147,149.769490,131.750147
131.469110,196.029327,138.808080,196.029327
134.554420,117.701956,113.295524,117.701956
